Barcode,Loc,Year,Test,Plot,Entry,Rep,Stock,Pedigree,DTA,DTS,PHT,FHT,EHT,STD,LDG,PlotWt,Moist,TestWt,Yield,YieldMoist,BuA,Population,PlantDate,Seed,Field,SeqNo,Range,Row,FtLong,FtAlley,FtWide,NumRows,HarvDate,AFppb,NOTES,Germination
CS18-YC1I-230,CS,2018,YC1I,230,LAMA_YC,2,LAMA_YC,,79,79,58,46,22,8,,,,,,,,16399,3/14/2018,24,,,35,84,12.5,4,2.5,1,,,,33.33%
CS18-YC1I-231,CS,2018,YC1I,231,Y355,2,CS15-YUAN-444-B4,(Tx740/NC356)-18-024-1-B-B4,75,76,63,49,25,13,,,,,,,,26648,3/14/2018,24,,,35,85,12.5,4,2.5,1,,,vey seg,54.17%
CS18-YC1I-232,CS,2018,YC1I,232,Y354,2,CS15-YUAN-531-B2,(Tx740/NC356)-18-017-1-1-B2,84,84,51,38,18,3,,,,,,,,6150,3/14/2018,24,,,35,86,12.5,4,2.5,1,,,,12.50%
CS18-YC1I-233,CS,2018,YC1I,233,Y373,2,CS14-YUAN-373-1,(Tx740/NC356)-18-084-1,80,82,65,50,26,9,,,,,,,,18449,3/14/2018,24,,,36,86,12.5,4,2.5,1,,,,37.50%
CS18-YC1I-234,CS,2018,YC1I,234,Y455,2,CS14-YUAN-400-2,(Tx740/NC356)-18-161-2,79,79,65,49,27,13,,,,,,,,26648,3/14/2018,24,,,36,85,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-235,CS,2018,YC1I,235,Y442,2,WF14-YUAN-442-1,(Tx740/NC356)-18-128-2-1,77,79,62,46,19,6,,,,,,,,12299,3/14/2018,24,,,36,84,12.5,4,2.5,1,,,,25.00%
CS18-YC1I-236,CS,2018,YC1I,236,Tx740,2,Tx740,,79,81,68,49,24,10,,,,,,,,20499,3/14/2018,24,,,36,83,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-237,CS,2018,YC1I,237,Y365,2,CS14-YUAN-365-1,(Tx740/NC356)-18-058-1,77,79,78,60,36,16,,,,,,,,32798,3/14/2018,24,,,36,82,12.5,4,2.5,1,,,,66.67%
CS18-YC1I-238,CS,2018,YC1I,238,Y396,2,CS16-YUAV-501-B5,(Tx740/NC356)-18-151-1-1-B5-B5,77,79,85,61,30,12,,,,,,,,24599,3/14/2018,24,,,36,81,12.5,4,2.5,1,,,seg,50.00%
CS18-YC1I-239,CS,2018,YC1I,239,Y425,2,CS14-YUAN-370-2,(Tx740/NC356)-18-078-2,73,73,71,57,30,13,,,,,,,,26648,3/14/2018,24,,,36,80,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-240,CS,2018,YC1I,240,NC356,2,NC356,,76,77,69,55,23,16,,,,,,,,32798,3/14/2018,24,,,36,79,12.5,4,2.5,1,,,,66.67%
CS18-YC1I-241,CS,2018,YC1I,241,Y385,2,CS15-YUAN-466-B5,(Tx740/NC356)-18-122-1-1-B5,77,77,68,52,20,10,,,,,,,,20499,3/14/2018,24,,,37,79,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-242,CS,2018,YC1I,242,Y454,2,CS16-YUAV-458-B5,(Tx740/NC356)-18-160-2-1-B5,77,77,65,37,22,8,,,,,,,,16399,3/14/2018,24,,,37,80,12.5,4,2.5,1,,,,33.33%
CS18-YC1I-243,CS,2018,YC1I,243,Y366,2,CS14-YUAN-366-1,(Tx740/NC356)-18-065-1,77,78,73,57,37,9,,,,,,,,18449,3/14/2018,24,,,37,81,12.5,4,2.5,1,,,,37.50%
CS18-YC1I-244,CS,2018,YC1I,244,Y437,2,CS16-YUAV-441-B8,(Tx740/NC356)-18-109-2-1-B4-B8,77,79,72,60,30,14,,,,,,,,28698,3/14/2018,24,,,37,82,12.5,4,2.5,1,,,seg,58.33%
CS18-YC1I-245,CS,2018,YC1I,245,Y362,2,CS16-YUAV-481-B7,(Tx740/NC356)-18-044-1-B4-B3-B7,77,76,56,41,20,8,,,,,,,,16399,3/14/2018,24,,,37,83,12.5,4,2.5,1,,,,33.33%
CS18-YC1I-246,CS,2018,YC1I,246,Y429,2,CS14-YUAN-374-2,(Tx740/NC356)-18-085-2,79,82,64,46,22,8,,,,,,,,16399,3/14/2018,24,,,37,84,12.5,4,2.5,1,,,,33.33%
CS18-YC1I-247,CS,2018,YC1I,247,Y367,2,CS15-YUAN-427-B4,(Tx740/NC356)-18-066-1-1-B4,82,82,65,46,20,2,,,,,,,,4100,3/14/2018,24,,,37,85,12.5,4,2.5,1,,,,8.33%
CS18-YC1I-248,CS,2018,YC1I,248,Y434,2,CS15-YUAN-450-B4,(Tx740/NC356)-18-099-2-1-B4,76,75,68,54,27,17,,,,,,,,34848,3/14/2018,24,,,37,86,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-249,CS,2018,YC1I,249,Y441,2,CS16-YUAV-450-B4,(Tx740/NC356)-18-126-2-B4-B4,79,81,71,55,28,12,,,,,,,,24599,3/14/2018,24,,,38,86,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-250,CS,2018,YC1I,250,Y449,2,CS16-YUAV-439-B6,(Tx740/NC356)-18-145-2-B3-B6,82,83,90,72,32,5,,,,,,,,10249,3/14/2018,24,,,38,85,12.5,4,2.5,1,,,,20.83%
CS18-YC1I-251,CS,2018,YC1I,251,Y431,2,WF17-YUAN-076-B,(Tx740/NC356)-18-087-2-1-B,78,79,65,50,22,14,,,,,,,,28698,3/14/2018,24,,,38,84,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-252,CS,2018,YC1I,252,NC356,2,NC356,,76,76,72,56,22,13,,,,,,,,26648,3/14/2018,24,,,38,83,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-253,CS,2018,YC1I,253,Y407,2,CS16-YUAV-509-B7,(Tx740/NC356)-18-015-2-B5-B7,78,81,68,52,27,14,,,,,,,,28698,3/14/2018,24,,,38,82,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-254,CS,2018,YC1I,254,LH82,2,LH82,,68,68,52,42,20,15,,,,,,,,30748,3/14/2018,24,,,38,81,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-255,CS,2018,YC1I,255,Y403,2,WF17-YUAN-067-B,(Tx740/NC356)-18-005-2-1-B3-B,77,77,68,52,30,14,,,,,,,,28698,3/14/2018,24,,,38,80,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-256,CS,2018,YC1I,256,RS,2,RS,,77,77,72,57,30,11,,,,,,,,22549,3/14/2018,24,,,38,79,12.5,4,2.5,1,,,,45.83%

