Barcode,Points,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9
CS18-YC1I-193,1197,1.2103786505,0.856002024063492,0.228839633912708,-1.31725669028922,4.21150547264227,NA,66.9172932330827,0,0.327127680175,0.482124353525,0.628500325025,0.699257864025,0.766478475125,0.82847721125,0.87290960235,0.8953896756,0.909958543575,0.92536127025,0.940374042825,0.955453145825,0.96912716795,0.9808197689,0.998580033625,1.01799261815,1.040640760175,1.07265212785,1.125779127,0.0836120401337793,2.34113712374582,6.18729096989967,10.1170568561873,13.628762541806,21.9899665551839,31.8561872909699,64.7157190635452,91.5551839464883
CS18-YC1I-194,1179,1.084007258875,0.762964505877014,0.212223638779839,-1.13780142167105,3.81671584989421,NA,60.559796437659,0,0.306544896575,0.4505439296,0.5303456282,0.613740284275,0.676393632625,0.72160581175,0.7411531540125,0.764419230425,0.7923414276,0.819224598375,0.8397078739875,0.856604113,0.8697866162875,0.89255601275,0.914112237125,0.941453011025,0.9602539371,0.98156954595,1.0138052957875,0.509337860780985,3.14091680814941,5.60271646859083,9.42275042444822,15.53480475382,22.4957555178268,38.8794567062818,63.6672325976231,88.2003395585739
CS18-YC1I-195,1125,1.069379087625,0.709594706936778,0.230793580962089,-0.978115746259692,3.12549563761493,NA,63.4666666666667,0,0.20810191275,0.306944383925,0.430985531475,0.52442525385,0.61062657425,0.6752458716,0.7021113529,0.728189658975,0.749746265725,0.771600480875,0.785724124225,0.804775782375,0.827034795375,0.8452656825,0.870694938125,0.894282497625,0.924661981425,0.96452853525,0.9951973786,0.266903914590747,5.2491103202847,10.3202846975089,14.9466192170819,20.5516014234875,26.779359430605,44.6619217081851,72.2419928825623,89.5017793594306
CS18-YC1I-196,1144,0.985573293875,0.65561570780354,0.183913165243618,-0.919780003344886,3.54918016622378,NA,56.4685314685315,0,0.269638982125,0.39358188495,0.46889321130625,0.532989823525,0.56831276259375,0.6035028897625,0.62122137883125,0.639308510175,0.66294115916875,0.6864024075,0.706831329575,0.726351501125,0.74409708656875,0.7693351795125,0.79568471225,0.814375306275,0.8365961779625,0.8595650912875,0.89253142021875,0,3.1496062992126,6.21172353455818,10.1487314085739,17.0603674540682,28.2589676290464,50.6561679790026,73.840769903762,94.1382327209099
CS18-YC1I-197,1295,1.16211962425,0.714770846907722,0.228274268683081,-0.980364246035621,3.29475477713572,NA,61.3127413127413,0,0.2044181573625,0.3345985842,0.46343527665,0.55306416855,0.6131391496875,0.6618100254,0.69692409355,0.72218694385,0.7422779115,0.771685363375,0.7928861051125,0.81397148075,0.8322444825625,0.855513952375,0.8782807914375,0.9026614449,0.925227035725,0.9562505611,0.993843522675,0.695517774343122,6.49149922720247,11.0510046367852,15.0695517774343,22.1020092735703,35.0850077279753,59.8918083462133,86.2442040185471,98.6862442040185
CS18-YC1I-198,1329,1.240380047125,0.798684514849605,0.268057256284262,-1.07151126699295,3.09628433183005,NA,66.5914221218962,0,0.220970372875,0.338827421325,0.462164791775,0.562703547325,0.652028260625,0.7481839057,0.8145314592,0.851568315,0.883914623225,0.909622674875,0.92620498045,0.93991087935,0.95387519345,0.967097877225,0.978180949625,0.992420182325,1.011472657,1.044282796075,1.0967643258,1.12951807228916,6.17469879518072,11.2198795180723,16.8674698795181,23.1927710843373,29.9698795180723,42.394578313253,79.9698795180723,96.3102409638554
CS18-YC1I-199,1210,1.2939604485,0.828141686607025,0.341745767948287,-0.740429016009591,2.11861690944142,NA,63.3057851239669,0,0.18833778025,0.251471702725,0.34552608709375,0.4480182862,0.51071819321875,0.63955341305,0.788366020075,0.8890459233,0.9535537923,0.988633661875,1.01571218910625,1.0347757086,1.05249470663125,1.06935466075,1.08461803465625,1.1010092716,1.12656353261875,1.1782251697125,1.2088842891,1.73697270471464,10.752688172043,16.7080231596361,25.4755996691481,30.3556658395368,34.5740281224152,41.439205955335,60.2977667493797,88.2547559966915
CS18-YC1I-200,1202,1.16526364925,0.792723416454243,0.206474766702934,-0.851814636416127,3.88465116247632,NA,49.8336106489185,0,0.37854289855,0.5496237718125,0.618952723375,0.659988780875,0.6840917878125,0.70586157195,0.7264638782875,0.747910043975,0.77003973763125,0.791544405625,0.82644729008125,0.876828289175,0.90669024349375,0.9350033562875,0.9578240776875,0.97430929065,0.997069772075,1.0291736913625,1.07269522210625,0.333055786844296,2.41465445462115,4.24646128226478,6.82764363030808,11.9067443796836,28.3930058284763,53.3721898417985,69.3588676103247,91.8401332223147
CS18-YC1I-201,1295,1.047344562,0.702232166998745,0.209315111044075,-0.922715429657259,3.1063651278713,NA,60.2316602316602,0,0.249721412275,0.409692706,0.470012330425,0.518920715875,0.5672812128125,0.614278075475,0.6573629488125,0.706583070825,0.737205382225,0.7666175385,0.7883024833625,0.809713575525,0.82748194185,0.8468217559,0.870128120625,0.884785302025,0.89951026735,0.91558664995,0.9464516604625,0.154559505409583,3.09119010819165,6.87789799072643,10.5100463678516,20.3245749613601,31.9938176197836,44.3585780525502,67.2333848531685,94.6676970633694
CS18-YC1I-202,1275,1.03892779,0.710495925944608,0.193037078624023,-1.59778793617111,5.04435399344739,NA,69.6470588235294,0,0.2381165773125,0.4011953569,0.5442746859,0.620232446525,0.6726004168125,0.708321719025,0.7328400111,0.7507634388,0.7625341964875,0.775738234375,0.7859594527625,0.795551231075,0.8051931152375,0.813045593175,0.8219408395625,0.832820740925,0.845521432475,0.863185102625,0.9058048787625,0.392464678178964,4.55259026687598,7.6138147566719,10.6750392464678,14.0502354788069,20.2511773940345,33.8304552590267,78.9638932496075,96.7032967032967
CS18-YC1I-203,1224,1.042222862625,0.733198804494485,0.205036859802202,-1.14741067525399,3.89579310943679,NA,60.7843137254902,0,0.27228219051875,0.4083147055875,0.53313129265625,0.602829528575,0.65600202690625,0.693611540925,0.7168521098375,0.736004468225,0.7556587567375,0.7713313993125,0.79213876160625,0.81296270235,0.83504704514375,0.864547385525,0.881536366625,0.900163470725,0.92896472938125,0.95140087095,0.9801311606875,0,3.27064595257563,5.88716271463614,10.5478331970564,14.3090760425184,21.9950940310711,38.2665576451349,64.6770237121832,87.1627146361406
CS18-YC1I-204,1215,1.015608786,0.70060606704928,0.246903125017645,-1.05285947543883,2.80204475581327,NA,66.0082304526749,0,0.1756454850375,0.252370046475,0.3561759510625,0.468868370825,0.5621646054375,0.6424011454,0.708471145,0.750231298675,0.780471433625,0.8073374075,0.8275835236875,0.843812252325,0.860531613925,0.874642236575,0.8867895638125,0.89728643705,0.90820537795,0.925375975775,0.942337533225,0,6.75453047775947,12.6029654036244,17.2981878088962,21.7462932454695,27.5947281713344,35.502471169687,51.0708401976936,86.9851729818781
CS18-YC1I-205,1010,0.94723195175,0.500608797479456,0.213420564917086,-0.0945792595623198,1.96118129642724,NA,54.0594059405941,0,0.15127330783125,0.20171927885,0.2459127375875,0.2803364196,0.307982704,0.3453059052375,0.3910900166625,0.4386307529,0.48618898398125,0.531365663625,0.57615527669375,0.599869408375,0.62161265675625,0.64447051235,0.6633979259375,0.6813003033,0.713989241375,0.7704600464875,0.841890774725,0,9.01883052527255,20.9117938553023,34.0931615460852,43.0128840436075,53.7165510406343,74.9256689791873,88.800792864222,96.3330029732408
CS18-YC1I-206,1237,1.151430255125,0.599362234008084,0.260459393581869,-0.360478909146946,2.10452205146311,NA,59.0137429264349,0,0.1472396013,0.195282201875,0.2432669104,0.309112119575,0.381125389,0.445898043425,0.516915158525,0.580744311425,0.645027641275,0.67615788775,0.6994084072,0.7159323481,0.7492701661,0.78219017695,0.8048552855,0.826938263025,0.8430156702,0.870062843275,0.930437049475,2.26537216828479,13.4304207119741,22.6537216828479,31.1488673139159,39.5631067961165,52.7508090614887,75.4045307443366,94.7411003236246,97.3300970873786
